name,type,address,atoll,contact,email,google_maps_url,page
MedLab Diagnostic,Diagnostic Service Clinic,"MedLab Diagnostic, MedLab",MedLab,3010878,[email protected],https://www.google.com/maps/search/?api=1&query=MedLab%20Diagnostic%2C%20MedLab%2C%20Maldives,24
Mednova Medical Center,General Clinic,"Mednova Medical Center, Mednova",Mednova,7784975,[email protected],https://www.google.com/maps/search/?api=1&query=Mednova%20Medical%20Center%2C%20Mednova%2C%20Maldives,24
Medplus Dental,Area Specific Clinic,"Medplus Dental, Medplus",Medplus,7466253,[email protected],https://www.google.com/maps/search/?api=1&query=Medplus%20Dental%2C%20Medplus%2C%20Maldives,25
Meedhupparu Clinic,General Clinic,"Meedhupparu Clinic, Meedhupparu",Meedhupparu,3315236,[email protected],https://www.google.com/maps/search/?api=1&query=Meedhupparu%20Clinic%2C%20Meedhupparu%2C%20Maldives,25
Meeru Clinic,General Clinic,"Meeru Clinic, Meeru",Meeru,6643157,[email protected],https://www.google.com/maps/search/?api=1&query=Meeru%20Clinic%2C%20Meeru%2C%20Maldives,25
Mercure Maldives Kooddoo Clinic,General Clinic,"Mercure Maldives Kooddoo Clinic, Mercure",Mercure,3333887,[email protected],https://www.google.com/maps/search/?api=1&query=Mercure%20Maldives%20Kooddoo%20Clinic%2C%20Mercure%2C%20Maldives,25
Milaidhoo Clinic,General Clinic,"Milaidhoo Clinic, Milaidhoo",Milaidhoo,3323080,[email protected],https://www.google.com/maps/search/?api=1&query=Milaidhoo%20Clinic%2C%20Milaidhoo%2C%20Maldives,25
Mind Space,Therapeutic Service Clinic,"Mind Space, Mind",Mind,7774997,[email protected],https://www.google.com/maps/search/?api=1&query=Mind%20Space%2C%20Mind%2C%20Maldives,25
Mindcare Clinic,Therapeutic Service Clinic,"Mindcare Clinic, Mindcare",Mindcare,7717174 / 7868676,[email protected],https://www.google.com/maps/search/?api=1&query=Mindcare%20Clinic%2C%20Mindcare%2C%20Maldives,25
MIOT Rehab Centre - Maldives,General Clinic,"MIOT Rehab Centre - Maldives, MIOT",MIOT,,[email protected],https://www.google.com/maps/search/?api=1&query=MIOT%20Rehab%20Centre%20-%20Maldives%2C%20MIOT%2C%20Maldives,25
Mipstar Clinic,Area Specific Clinic,"Mipstar Clinic, Mipstar",Mipstar,7800076,[email protected],https://www.google.com/maps/search/?api=1&query=Mipstar%20Clinic%2C%20Mipstar%2C%20Maldives,25
Mirage Clinic,General Clinic,"Mirage Clinic, Mirage",Mirage,7797990,[email protected],https://www.google.com/maps/search/?api=1&query=Mirage%20Clinic%2C%20Mirage%2C%20Maldives,25
Miriandhoo Medical Services,General Clinic,"Miriandhoo Medical Services, Miriandhoo",Miriandhoo,7469981 / 3341775,[email protected],https://www.google.com/maps/search/?api=1&query=Miriandhoo%20Medical%20Services%2C%20Miriandhoo%2C%20Maldives,25
Modern Medical Centre,General Clinic,"Modern Medical Centre, Modern",Modern,9993148,[email protected],https://www.google.com/maps/search/?api=1&query=Modern%20Medical%20Centre%2C%20Modern%2C%20Maldives,25
Moving Cure,Therapeutic Service Clinic,"Moving Cure, Moving",Moving,7792030,[email protected],https://www.google.com/maps/search/?api=1&query=Moving%20Cure%2C%20Moving%2C%20Maldives,25
MPI Clinique,General Clinic,"MPI Clinique, MPI",MPI,3330888,[email protected],https://www.google.com/maps/search/?api=1&query=MPI%20Clinique%2C%20MPI%2C%20Maldives,25
Mudhdhoo Clinic,General Clinic,"Mudhdhoo Clinic, Mudhdhoo",Mudhdhoo,7778830,[email protected],https://www.google.com/maps/search/?api=1&query=Mudhdhoo%20Clinic%2C%20Mudhdhoo%2C%20Maldives,25
Muraka Clinic,General Clinic,"Muraka Clinic, Muraka",Muraka,7772991,[email protected],https://www.google.com/maps/search/?api=1&query=Muraka%20Clinic%2C%20Muraka%2C%20Maldives,26
MV DX Diagnostics,Diagnostic Service Clinic,"MV DX Diagnostics, MV",MV,"3337010, 7661885",[email protected],https://www.google.com/maps/search/?api=1&query=MV%20DX%20Diagnostics%2C%20MV%2C%20Maldives,26
My Care Medical Centre,General Clinic,"My Care Medical Centre, My",My,7771504,[email protected],https://www.google.com/maps/search/?api=1&query=My%20Care%20Medical%20Centre%2C%20My%2C%20Maldives,26
My Clinic,General Clinic,"My Clinic, My",My,7776313,[email protected],https://www.google.com/maps/search/?api=1&query=My%20Clinic%2C%20My%2C%20Maldives,26
My Dental Care,Area Specific Clinic,"My Dental Care, My",My,7933404,[email protected],https://www.google.com/maps/search/?api=1&query=My%20Dental%20Care%2C%20My%2C%20Maldives,26
My Dentist,Area Specific Clinic,"My Dentist, My",My,7933404 / 3350888,[email protected],https://www.google.com/maps/search/?api=1&query=My%20Dentist%2C%20My%2C%20Maldives,26
My Family Dentist,Area Specific Clinic,"My Family Dentist, My",My,9942318,[email protected],https://www.google.com/maps/search/?api=1&query=My%20Family%20Dentist%2C%20My%2C%20Maldives,26
My Family Dentist Male',Area Specific Clinic,"My Family Dentist Male', My",My,7774331,[email protected],https://www.google.com/maps/search/?api=1&query=My%20Family%20Dentist%20Male%27%2C%20My%2C%20Maldives,26
My LabClosed,Diagnostic Service Clinic,"My LabClosed, My",My,9774131 / 7720360,[email protected],https://www.google.com/maps/search/?api=1&query=My%20LabClosed%2C%20My%2C%20Maldives,26
My LabClosed,Diagnostic Service Clinic,"My LabClosed, My",My,9774131 / 7720360,[email protected],https://www.google.com/maps/search/?api=1&query=My%20LabClosed%2C%20My%2C%20Maldives,26
My Lab DharavandhooClosed,Diagnostic Service Clinic,"My Lab DharavandhooClosed, My",My,9774131,[email protected],https://www.google.com/maps/search/?api=1&query=My%20Lab%20DharavandhooClosed%2C%20My%2C%20Maldives,26
My Medical Center,General Clinic,"My Medical Center, My",My,7778893,[email protected],https://www.google.com/maps/search/?api=1&query=My%20Medical%20Center%2C%20My%2C%20Maldives,26
N. Atoll hospital,Hospital Grade 2,"N. Atoll hospital, Noonu Atoll",Noonu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=N.%20Atoll%20hospital%2C%20Noonu%20Atoll%2C%20Maldives,26
N. Fohdhoo Health Centre,Health Centre Grade 1,"N. Fohdhoo Health Centre, Noonu Atoll",Noonu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=N.%20Fohdhoo%20Health%20Centre%2C%20Noonu%20Atoll%2C%20Maldives,26
N. Henbadhoo Health Centre,Health Centre Grade 1,"N. Henbadhoo Health Centre, Noonu Atoll",Noonu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=N.%20Henbadhoo%20Health%20Centre%2C%20Noonu%20Atoll%2C%20Maldives,26
N. Holhudhoo Health Centre,Health Centre Grade 3,"N. Holhudhoo Health Centre, Noonu Atoll",Noonu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=N.%20Holhudhoo%20Health%20Centre%2C%20Noonu%20Atoll%2C%20Maldives,27
N. Kendhikulhudhoo Health Centre,Health Centre Grade 2,"N. Kendhikulhudhoo Health Centre, Noonu Atoll",Noonu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=N.%20Kendhikulhudhoo%20Health%20Centre%2C%20Noonu%20Atoll%2C%20Maldives,27
N. Kudafari Health Centre,Health Centre Grade 1,"N. Kudafari Health Centre, Noonu Atoll",Noonu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=N.%20Kudafari%20Health%20Centre%2C%20Noonu%20Atoll%2C%20Maldives,27
N. Landhoo Health Centre,Health Centre Grade 2,"N. Landhoo Health Centre, Noonu Atoll",Noonu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=N.%20Landhoo%20Health%20Centre%2C%20Noonu%20Atoll%2C%20Maldives,27
N. Lhohi Health Centre,Health Centre Grade 1,"N. Lhohi Health Centre, Noonu Atoll",Noonu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=N.%20Lhohi%20Health%20Centre%2C%20Noonu%20Atoll%2C%20Maldives,27
N. Maafaru Health Center,Health Centre Grade 3,"N. Maafaru Health Center, Noonu Atoll",Noonu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=N.%20Maafaru%20Health%20Center%2C%20Noonu%20Atoll%2C%20Maldives,27
N. Maalhendhoo Health Centre,Health Centre Grade 1,"N. Maalhendhoo Health Centre, Noonu Atoll",Noonu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=N.%20Maalhendhoo%20Health%20Centre%2C%20Noonu%20Atoll%2C%20Maldives,27
N. Magoodhoo Health Centre,Health Centre Grade 1,"N. Magoodhoo Health Centre, Noonu Atoll",Noonu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=N.%20Magoodhoo%20Health%20Centre%2C%20Noonu%20Atoll%2C%20Maldives,27
N. Miladhoo Health Centre,Health Centre Grade 2,"N. Miladhoo Health Centre, Noonu Atoll",Noonu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=N.%20Miladhoo%20Health%20Centre%2C%20Noonu%20Atoll%2C%20Maldives,27
N. Velidhoo Health Centre,Health Centre Grade 4,"N. Velidhoo Health Centre, Noonu Atoll",Noonu Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=N.%20Velidhoo%20Health%20Centre%2C%20Noonu%20Atoll%2C%20Maldives,27
Nada Clinic,General Clinic,"Nada Clinic, Nada",Nada,7773882,[email protected],https://www.google.com/maps/search/?api=1&query=Nada%20Clinic%2C%20Nada%2C%20Maldives,27
Nada Clinic,General Clinic,"Nada Clinic, Nada",Nada,7773882,[email protected],https://www.google.com/maps/search/?api=1&query=Nada%20Clinic%2C%20Nada%2C%20Maldives,27
Nafsu Psychological Services,Therapeutic Service Clinic,"Nafsu Psychological Services, Nafsu",Nafsu,7355554 /9181817,[email protected],https://www.google.com/maps/search/?api=1&query=Nafsu%20Psychological%20Services%2C%20Nafsu%2C%20Maldives,27
Naifaru Medical Center,General Clinic,"Naifaru Medical Center, Naifaru",Naifaru,6620340,[email protected],https://www.google.com/maps/search/?api=1&query=Naifaru%20Medical%20Center%2C%20Naifaru%2C%20Maldives,27
Nautilus Medical Center,General Clinic,"Nautilus Medical Center, Nautilus",Nautilus,7309846,[email protected],https://www.google.com/maps/search/?api=1&query=Nautilus%20Medical%20Center%2C%20Nautilus%2C%20Maldives,27
NazaHealth,Therapeutic Service Clinic,NazaHealth,,7793638,[email protected],https://www.google.com/maps/search/?api=1&query=NazaHealth%2C%20%2C%20Maldives,28
Niyama Resort Clinic,General Clinic,"Niyama Resort Clinic, Niyama",Niyama,7906095,[email protected],https://www.google.com/maps/search/?api=1&query=Niyama%20Resort%20Clinic%2C%20Niyama%2C%20Maldives,28
Niyama Resort Clinic,General Clinic,"Niyama Resort Clinic, Niyama",Niyama,7951795,[email protected],https://www.google.com/maps/search/?api=1&query=Niyama%20Resort%20Clinic%2C%20Niyama%2C%20Maldives,28
Noo Clinic,General Clinic,"Noo Clinic, Noo",Noo,3009094 / 3009095,[email protected],https://www.google.com/maps/search/?api=1&query=Noo%20Clinic%2C%20Noo%2C%20Maldives,28
Noosandha,General Clinic,Noosandha,,3300078,[email protected],https://www.google.com/maps/search/?api=1&query=Noosandha%2C%20%2C%20Maldives,28
Noosandha - Addu,General Clinic,"Noosandha - Addu, Noosandha",Noosandha,,[email protected],https://www.google.com/maps/search/?api=1&query=Noosandha%20-%20Addu%2C%20Noosandha%2C%20Maldives,28
Nova Clinic,General Clinic,"Nova Clinic, Nova",Nova,7242787,[email protected],https://www.google.com/maps/search/?api=1&query=Nova%20Clinic%2C%20Nova%2C%20Maldives,28
Novalux DiagnosticsClosed,Diagnostic Service Clinic,"Novalux DiagnosticsClosed, Novalux",Novalux,3309900,[email protected],https://www.google.com/maps/search/?api=1&query=Novalux%20DiagnosticsClosed%2C%20Novalux%2C%20Maldives,28
Nowall Medical Centre,Area Specific Clinic,"Nowall Medical Centre, Nowall",Nowall,9678182 /7847616,[email protected],https://www.google.com/maps/search/?api=1&query=Nowall%20Medical%20Centre%2C%20Nowall%2C%20Maldives,28
NU Hospitals Clinic,General Clinic,"NU Hospitals Clinic, NU",NU,3353535,[email protected],https://www.google.com/maps/search/?api=1&query=NU%20Hospitals%20Clinic%2C%20NU%2C%20Maldives,28
Oagaa Medical Centre,General Clinic,"Oagaa Medical Centre, Oagaa",Oagaa,7772856,[email protected],https://www.google.com/maps/search/?api=1&query=Oagaa%20Medical%20Centre%2C%20Oagaa%2C%20Maldives,28
Olive Medical Centre,Area Specific Clinic,"Olive Medical Centre, Olive",Olive,7288698,[email protected],https://www.google.com/maps/search/?api=1&query=Olive%20Medical%20Centre%2C%20Olive%2C%20Maldives,28
Omega Medical Centre,Area Specific Clinic,"Omega Medical Centre, Omega",Omega,7773720,[email protected],https://www.google.com/maps/search/?api=1&query=Omega%20Medical%20Centre%2C%20Omega%2C%20Maldives,28
Omni Care Clinic,General Clinic,"Omni Care Clinic, Omni",Omni,-,[email protected],https://www.google.com/maps/search/?api=1&query=Omni%20Care%20Clinic%2C%20Omni%2C%20Maldives,28
One Medical Care,General Clinic,"One Medical Care, One",One,7864768,[email protected],https://www.google.com/maps/search/?api=1&query=One%20Medical%20Care%2C%20One%2C%20Maldives,28
Oracare Dental,Area Specific Clinic,"Oracare Dental, Oracare",Oracare,,,https://www.google.com/maps/search/?api=1&query=Oracare%20Dental%2C%20Oracare%2C%20Maldives,29
Ouch Clinic,General Clinic,"Ouch Clinic, Ouch",Ouch,7772991,[email protected],https://www.google.com/maps/search/?api=1&query=Ouch%20Clinic%2C%20Ouch%2C%20Maldives,29
Pain Clinic,General Clinic,"Pain Clinic, Pain",Pain,7800699,[email protected],https://www.google.com/maps/search/?api=1&query=Pain%20Clinic%2C%20Pain%2C%20Maldives,29
Paradise Medical Centre,General Clinic,"Paradise Medical Centre, Paradise",Paradise,,[email protected],https://www.google.com/maps/search/?api=1&query=Paradise%20Medical%20Centre%2C%20Paradise%2C%20Maldives,29
Pearl Medical Centre,General Clinic,"Pearl Medical Centre, Pearl",Pearl,"3305550, 3315550",[email protected],https://www.google.com/maps/search/?api=1&query=Pearl%20Medical%20Centre%2C%20Pearl%2C%20Maldives,29
Pearl Medical Centre Hulhumale,General Clinic,"Pearl Medical Centre Hulhumale, Pearl",Pearl,3315550 / 3305550,[email protected],https://www.google.com/maps/search/?api=1&query=Pearl%20Medical%20Centre%20Hulhumale%2C%20Pearl%2C%20Maldives,29
Physio & Autism Clinic - Hulhumale',Therapeutic Service Clinic,"Physio & Autism Clinic - Hulhumale', Physio",Physio,7852044,[email protected],https://www.google.com/maps/search/?api=1&query=Physio%20%26%20Autism%20Clinic%20-%20Hulhumale%27%2C%20Physio%2C%20Maldives,29
Physio and Autism Clinic,Therapeutic Service Clinic,"Physio and Autism Clinic, Physio",Physio,9990936,[email protected],https://www.google.com/maps/search/?api=1&query=Physio%20and%20Autism%20Clinic%2C%20Physio%2C%20Maldives,29
Physio Clinic,Therapeutic Service Clinic,"Physio Clinic, Physio",Physio,9553112 / 7943112,[email protected],https://www.google.com/maps/search/?api=1&query=Physio%20Clinic%2C%20Physio%2C%20Maldives,29
Physio Cure,Therapeutic Service Clinic,"Physio Cure, Physio",Physio,7788595,[email protected],https://www.google.com/maps/search/?api=1&query=Physio%20Cure%2C%20Physio%2C%20Maldives,29
Physio Solutions,Therapeutic Service Clinic,"Physio Solutions, Physio",Physio,7949849,[email protected],https://www.google.com/maps/search/?api=1&query=Physio%20Solutions%2C%20Physio%2C%20Maldives,29
Pine Tree Medic Care,General Clinic,"Pine Tree Medic Care, Pine",Pine,9501429,[email protected],https://www.google.com/maps/search/?api=1&query=Pine%20Tree%20Medic%20Care%2C%20Pine%2C%20Maldives,29
Pine Tree Medic Care Sh. Funadhoo,General Clinic,"Pine Tree Medic Care Sh. Funadhoo, Pine",Pine,7786635,[email protected],https://www.google.com/maps/search/?api=1&query=Pine%20Tree%20Medic%20Care%20Sh.%20Funadhoo%2C%20Pine%2C%20Maldives,29
Point Medical Care,General Clinic,"Point Medical Care, Point",Point,7776612,[email protected],https://www.google.com/maps/search/?api=1&query=Point%20Medical%20Care%2C%20Point%2C%20Maldives,29
Popular Clinic,General Clinic,"Popular Clinic, Popular",Popular,7778298,[email protected],https://www.google.com/maps/search/?api=1&query=Popular%20Clinic%2C%20Popular%2C%20Maldives,29
Primax Medi Care,General Clinic,"Primax Medi Care, Primax",Primax,7980528,[email protected],https://www.google.com/maps/search/?api=1&query=Primax%20Medi%20Care%2C%20Primax%2C%20Maldives,30
Pro Care Clinic & Dental Centre,General Clinic,"Pro Care Clinic & Dental Centre, Pro",Pro,9112445,[email protected],https://www.google.com/maps/search/?api=1&query=Pro%20Care%20Clinic%20%26%20Dental%20Centre%2C%20Pro%2C%20Maldives,30
Pullman Maamutaa Maldives Resort Clinic,General Clinic,"Pullman Maamutaa Maldives Resort Clinic, Pullman",Pullman,3333887,[email protected],https://www.google.com/maps/search/?api=1&query=Pullman%20Maamutaa%20Maldives%20Resort%20Clinic%2C%20Pullman%2C%20Maldives,30
Pulse Medical and Diagnostics,General Clinic,"Pulse Medical and Diagnostics, Pulse",Pulse,3300044 / 7320055,[email protected],https://www.google.com/maps/search/?api=1&query=Pulse%20Medical%20and%20Diagnostics%2C%20Pulse%2C%20Maldives,30
Pulse Point Medical Center,General Clinic,"Pulse Point Medical Center, Pulse",Pulse,7734713,[email protected],https://www.google.com/maps/search/?api=1&query=Pulse%20Point%20Medical%20Center%2C%20Pulse%2C%20Maldives,30
Queen Aesthetic Medical Center,General Clinic,"Queen Aesthetic Medical Center, Queen",Queen,9898897,[email protected],https://www.google.com/maps/search/?api=1&query=Queen%20Aesthetic%20Medical%20Center%2C%20Queen%2C%20Maldives,30
R. Alifushi Health Center,Health Centre Grade 3,"R. Alifushi Health Center, Raa Atoll",Raa Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=R.%20Alifushi%20Health%20Center%2C%20Raa%20Atoll%2C%20Maldives,30
R. Angolhitheem Health Centre,Health Centre Grade 1,"R. Angolhitheem Health Centre, Raa Atoll",Raa Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=R.%20Angolhitheem%20Health%20Centre%2C%20Raa%20Atoll%2C%20Maldives,30
R. Dhuvaafaru Health Centre,Health Centre Grade 4,"R. Dhuvaafaru Health Centre, Raa Atoll",Raa Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=R.%20Dhuvaafaru%20Health%20Centre%2C%20Raa%20Atoll%2C%20Maldives,30
R. Fainu Health Centre,Health Centre Grade 1,"R. Fainu Health Centre, Raa Atoll",Raa Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=R.%20Fainu%20Health%20Centre%2C%20Raa%20Atoll%2C%20Maldives,30
R. Hulhudhuffaaru Heath Centre,Health Centre Grade 3,"R. Hulhudhuffaaru Heath Centre, Raa Atoll",Raa Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=R.%20Hulhudhuffaaru%20Heath%20Centre%2C%20Raa%20Atoll%2C%20Maldives,30
R. Inguraidhoo Health Centre,Health Centre Grade 3,"R. Inguraidhoo Health Centre, Raa Atoll",Raa Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=R.%20Inguraidhoo%20Health%20Centre%2C%20Raa%20Atoll%2C%20Maldives,30
R. Innamaadhoo Health Centre,Health Centre Grade 1,"R. Innamaadhoo Health Centre, Raa Atoll",Raa Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=R.%20Innamaadhoo%20Health%20Centre%2C%20Raa%20Atoll%2C%20Maldives,30
R. Kinolhohu Health Centre,Health Centre Grade 1,"R. Kinolhohu Health Centre, Raa Atoll",Raa Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=R.%20Kinolhohu%20Health%20Centre%2C%20Raa%20Atoll%2C%20Maldives,30
R. Maakurath Health Centre,Health Centre Grade 2,"R. Maakurath Health Centre, Raa Atoll",Raa Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=R.%20Maakurath%20Health%20Centre%2C%20Raa%20Atoll%2C%20Maldives,30
R. Madduvari Health Centre,Health Centre Grade 3,"R. Madduvari Health Centre, Raa Atoll",Raa Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=R.%20Madduvari%20Health%20Centre%2C%20Raa%20Atoll%2C%20Maldives,31
R. Meedhoo Health Centre,Health Centre Grade 3,"R. Meedhoo Health Centre, Raa Atoll",Raa Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=R.%20Meedhoo%20Health%20Centre%2C%20Raa%20Atoll%2C%20Maldives,31
R. Rasgetheem Health Centre,Health Centre Grade 1,"R. Rasgetheem Health Centre, Raa Atoll",Raa Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=R.%20Rasgetheem%20Health%20Centre%2C%20Raa%20Atoll%2C%20Maldives,31
R. Rasmaadhoo Health Center,Health Centre Grade 1,"R. Rasmaadhoo Health Center, Raa Atoll",Raa Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=R.%20Rasmaadhoo%20Health%20Center%2C%20Raa%20Atoll%2C%20Maldives,31
Raa. Vaadhoo Health Centre,Health Centre Grade 1,"Raa. Vaadhoo Health Centre, Raa.",Raa.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Raa.%20Vaadhoo%20Health%20Centre%2C%20Raa.%2C%20Maldives,31
Raaya Clinic,General Clinic,"Raaya Clinic, Raaya",Raaya,7902612,[email protected],https://www.google.com/maps/search/?api=1&query=Raaya%20Clinic%2C%20Raaya%2C%20Maldives,31
Raffles Clinic,General Clinic,"Raffles Clinic, Raffles",Raffles,7731865,[email protected],https://www.google.com/maps/search/?api=1&query=Raffles%20Clinic%2C%20Raffles%2C%20Maldives,31
Rangali Clinic,General Clinic,"Rangali Clinic, Rangali",Rangali,7772991,[email protected],https://www.google.com/maps/search/?api=1&query=Rangali%20Clinic%2C%20Rangali%2C%20Maldives,31
Rannalhi Clinic,General Clinic,"Rannalhi Clinic, Rannalhi",Rannalhi,3315236,[email protected],https://www.google.com/maps/search/?api=1&query=Rannalhi%20Clinic%2C%20Rannalhi%2C%20Maldives,31
Rasfushi Clinic,General Clinic,"Rasfushi Clinic, Rasfushi",Rasfushi,6643880,[email protected],https://www.google.com/maps/search/?api=1&query=Rasfushi%20Clinic%2C%20Rasfushi%2C%20Maldives,31
Recovery Room,General Clinic,"Recovery Room, Recovery",Recovery,7416222,[email protected],https://www.google.com/maps/search/?api=1&query=Recovery%20Room%2C%20Recovery%2C%20Maldives,31
Reethi Beach Clilnic,General Clinic,"Reethi Beach Clilnic, Reethi",Reethi,7931744,[email protected],https://www.google.com/maps/search/?api=1&query=Reethi%20Beach%20Clilnic%2C%20Reethi%2C%20Maldives,31
Reethi Faru Clinic,General Clinic,"Reethi Faru Clinic, Reethi",Reethi,7962626,[email protected],https://www.google.com/maps/search/?api=1&query=Reethi%20Faru%20Clinic%2C%20Reethi%2C%20Maldives,31
Resort Clinic,General Clinic,"Resort Clinic, Resort",Resort,,[email protected],https://www.google.com/maps/search/?api=1&query=Resort%20Clinic%2C%20Resort%2C%20Maldives,31
Resort Medical and Laboratory Services,Diagnostic Service Clinic,"Resort Medical and Laboratory Services, Resort",Resort,3315550 / 3305550,[email protected],https://www.google.com/maps/search/?api=1&query=Resort%20Medical%20and%20Laboratory%20Services%2C%20Resort%2C%20Maldives,31
Revive Medical Centre,General Clinic,"Revive Medical Centre, Revive",Revive,7816600 / 7791145 / 9798148,[email protected],https://www.google.com/maps/search/?api=1&query=Revive%20Medical%20Centre%2C%20Revive%2C%20Maldives,32
RMLS Lab Services,Diagnostic Service Clinic,"RMLS Lab Services, RMLS",RMLS,3355001 / 3355002,[email protected]/[email protected],https://www.google.com/maps/search/?api=1&query=RMLS%20Lab%20Services%2C%20RMLS%2C%20Maldives,32
Royal Island Medical Center,General Clinic,"Royal Island Medical Center, Royal",Royal,3325195,[email protected],https://www.google.com/maps/search/?api=1&query=Royal%20Island%20Medical%20Center%2C%20Royal%2C%20Maldives,32
Ruhgalu Clinic,General Clinic,"Ruhgalu Clinic, Ruhgalu",Ruhgalu,3330007 / 7775846,[email protected],https://www.google.com/maps/search/?api=1&query=Ruhgalu%20Clinic%2C%20Ruhgalu%2C%20Maldives,32
Rx Medicare,General Clinic,"Rx Medicare, Rx",Rx,7773611,[email protected],https://www.google.com/maps/search/?api=1&query=Rx%20Medicare%2C%20Rx%2C%20Maldives,32
S. Feydhoo Health Centre,Health Centre Grade 3,"S. Feydhoo Health Centre, Shaviyani Atoll",Shaviyani Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=S.%20Feydhoo%20Health%20Centre%2C%20Shaviyani%20Atoll%2C%20Maldives,32
S. Hulhu-Meedhoo Health Centre,Health Centre Grade 3,"S. Hulhu-Meedhoo Health Centre, Shaviyani Atoll",Shaviyani Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=S.%20Hulhu-Meedhoo%20Health%20Centre%2C%20Shaviyani%20Atoll%2C%20Maldives,32
S. Maradhoo Health Centre,Health Centre Grade 3,"S. Maradhoo Health Centre, Shaviyani Atoll",Shaviyani Atoll,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=S.%20Maradhoo%20Health%20Centre%2C%20Shaviyani%20Atoll%2C%20Maldives,32
Safari Clinic,General Clinic,"Safari Clinic, Safari",Safari,7778467,[email protected],https://www.google.com/maps/search/?api=1&query=Safari%20Clinic%2C%20Safari%2C%20Maldives,32
Sandies Bathala Infirmary,General Clinic,"Sandies Bathala Infirmary, Sandies",Sandies,7905040,[email protected],https://www.google.com/maps/search/?api=1&query=Sandies%20Bathala%20Infirmary%2C%20Sandies%2C%20Maldives,32
Sangeli Clinic,General Clinic,"Sangeli Clinic, Sangeli",Sangeli,3339992,[email protected],https://www.google.com/maps/search/?api=1&query=Sangeli%20Clinic%2C%20Sangeli%2C%20Maldives,32
SC Dental Care,Area Specific Clinic,"SC Dental Care, SC",SC,7782329,[email protected],https://www.google.com/maps/search/?api=1&query=SC%20Dental%20Care%2C%20SC%2C%20Maldives,32
Seen Hijama & Wellness,Complementary Medicine Clinic,"Seen Hijama & Wellness, Seen",Seen,7459792,[email protected],https://www.google.com/maps/search/?api=1&query=Seen%20Hijama%20%26%20Wellness%2C%20Seen%2C%20Maldives,32
Senahiya Military Hospital,General Hospital,"Senahiya Military Hospital, Senahiya",Senahiya,3322601,[email protected],https://www.google.com/maps/search/?api=1&query=Senahiya%20Military%20Hospital%2C%20Senahiya%2C%20Maldives,32
Senahiya Nothern,General Clinic,"Senahiya Nothern, Senahiya",Senahiya,3322607,[email protected],https://www.google.com/maps/search/?api=1&query=Senahiya%20Nothern%2C%20Senahiya%2C%20Maldives,32
Sh. Bilehfahi Health Centre,Health Centre Grade 1,"Sh. Bilehfahi Health Centre, Sh.",Sh.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Sh.%20Bilehfahi%20Health%20Centre%2C%20Sh.%2C%20Maldives,33
Sh. Feevah Health Centre,Health Centre Grade 2,"Sh. Feevah Health Centre, Sh.",Sh.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Sh.%20Feevah%20Health%20Centre%2C%20Sh.%2C%20Maldives,33
Sh. Feydhoo Health Centre,Health Centre Grade 2,"Sh. Feydhoo Health Centre, Sh.",Sh.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Sh.%20Feydhoo%20Health%20Centre%2C%20Sh.%2C%20Maldives,33
Sh. Fokaidhoo Health Centre,Health Centre Grade 3,"Sh. Fokaidhoo Health Centre, Sh.",Sh.,3328887,[email protected],https://www.google.com/maps/search/?api=1&query=Sh.%20Fokaidhoo%20Health%20Centre%2C%20Sh.%2C%20Maldives,33
